tune_id,name,type,meter,mode,abc,date,username,num_measures,num_notes
791,Father Kelly's,reel,4/4,Gmajor,"|:GA|~B2GB AGEG|DGGF G2AB|c2Ac BAGF|EAAG FDGA|
B2GB AGEG|DGGF GABc|(3ded Bd gdBd|1 cAFA G2:|2 cAFA GABc||
|:(3ded Bd gdBd|(3ded Bd gd(3Bcd|e2ce agfe|defg agfe|
(3ded Bd gdBd|(3ded Bd gdBd|c2Ac BAGB|1 AGFA GABc:|2 AGFA G2||",2008-01-16 09:51:05,The Merry Highlander,19.0,140.0
15808,Polska Efter Carl-Erik Berndt,waltz,3/4,Amajor,"A/B/c/d/ e2 a2|gb/g/ eg/e/ cB/c/|d>e fe cA|c2 B/A/G/A/ Bc/B/|
A/B/c/d/ ec/e/ a2|g/e/b/g/ eg/e/ cB/c/|d>e fe cA|c2 B/A/G/B/ A2:|[K: Amix]
|:A>B cA B=G|A>B cA BG|A>B cd ef|g>g f/e/d/f/ ef/e/|
A>B cA BG|A>B cA BG|A>B c/B/c/d/ ec|c/B/A/^G/ A4:|",2017-02-02 23:49:48,pbsinclair42,17.0,111.0
10733,Mrs. Galvin's,jig,6/8,Gmajor,"GA|:BBA BGG|dGG BAG|~A3 ABA|GBd gdc|
BBA BGG|dGG BAG|~A3 ABA|1 AGF G2A:|2 AGF GBd||
|:~g3 fed|B2d def|~g3 fed|Bee e2f|~g3 fed|
B2d def|1 ~g3 gdB|AGF GBd:|2 ~g3 ~g3|~g3 gdc||",2010-10-09 02:06:10,markinpdx,20.0,94.0
10580,Scordatura,jig,6/8,Amajor,"ABA cAA|dAA cAA|ABA cAA|dAA cAA|efe ecB|AFE D2 F|
ABA cAA|dAA cAA|ABA cAA|dAA cAA|efe agf|ecB A2:|
G2 E C2 E|F2 D B2, D|G2 E C2 D|E3 F3|
GEE CEE|FDD B,DD|GEE CEE|F3 c2:|
ABA cAA|dAA cAA|ABA cAA|dAA cAA|efe ecB|AFE D2 F|
ABA cAA|dAA cAA|ABA cAA|dAA cAA|efe agf|ecB A2:|",2010-07-10 05:01:24,ceolachan,32.0,172.0
1843,Kitty's Rambles,jig,6/8,Dmajor,"G|FED =cBA|dcd efg|fed =cAF|GAF GFE|
FED =c2A|dcd efg|fed cAG|Adc d2:|
A|dfa dfa|dfa afd|=ceg ceg|=ceg gfe|
fef gfg|afa gfe|fed =cAG|Adc d2:|
e|fgf efe|ded =cAG|FGF EFE|DED GED|
AGA =cAG|dcd efg|fed =cAG|Adc d2:|
f/g/|afd dcd|dfa agf|ge=c cBc|e=ce gfe|
fdf geg|agf efg|fed cAG|Adc d2:|",2017-01-06 03:30:45,Ian Varley,36.0,188.0
3556,Reel D'Issoudun,reel,4/4,Amajor,"efge a2gf|eagf edcd|efge a2 gf|eagf edcA|BAGB A4:|
c2 c2 B4|BABc dcBA|c2 c2 B3 c|BAGB A4|EAAB c2 c2|
B4 BABc|dcBA c2 c2|B3 c BAGB|A4 EAAB|
c2 c2 B4|BABc dcBA|c2 c2 B3 c|BAGB A4||",2004-09-16 22:54:53,Kerri Coombs,18.0,103.0
24481,George's Shirt,waltz,3/4,Gmajor,"|:DGA|""G""B3d (3BAG |A4D2|""C""E2G3E|""G""D3D GA|""G""B3d (3BAG |
A4d2|""C""e6|""D""d3d ed|""Em""e3d ed|B4 (3BAG|""C""A3B AG|
""D""E2 D D GA|""G""B3d (3BAG |A4D2|""C""E2G3A|""G""G3:|
|:Gdf|""G""g3f gf|d4B2|""C""c2g2-gc|""G""B4 df|""G""g3f gf|
d4b2|""C""b4c'b|""D""a4 gf|""Em""g3f gf|d4 B2|""C""c2g2-gc|
""G""d4 cB|""D/F#""A4 Bc|""G""B2G2 D2|""C""E2 G2-GA|""G""G3:|",2024-07-10 20:18:20,Alexander Roberts,34.0,134.0
16425,Trip To Casmalia,jig,6/8,Dmixolydian,"|:F2E FDD|F2E FGA|F2E FDD|ECB, CEA|
F2E FDD|F2E FAA|GFG EFG|FDD DBA:|
|:c2A A2c-|cAG A2c|B2 G2 d2|B2 G2 B2|
c2A A2c-|cAG A2c|BGF GBd|1 BGF GAB:|2 ADD DFA:|",2017-10-05 18:44:01,MooglePower,17.0,85.0
3590,"Green Hills Of Tyrol, The",jig,6/8,Gmajor,"A|:BGG cGG|BGD EDC|~B,3 EDE|FEF G2 A|
~B3 cGG|BGD EDC|B,G,/A,/B, EDE|1 FEF G2 A:|2 FEF Gbb||
|:bag e/f/gd|cdB ABG|FGE DEC|B,CA, G,2 D|
[G,2G2] B dBG|[E3c3] BGD|B,G,/A,/B, EDE|1 FEF G2 a:|2 FEF G2 A||",2023-11-29 22:41:07,Erik-Fiddler,19.0,100.0
10749,Ladies In The Center,polka,2/4,Dmajor,"|:DD FA|BA FA|dA de|fd/f/ e2|
DD FA|BA FA|dB AF|EF D2:|
|:fa af|ed BA|dc/B/ AA|fd/f/ e2|
fa af|ed BA|dc/B/ AF|EF D2:|",2019-08-17 22:53:54,NfldWhistler,16.0,64.0
1402,Paddy Fahey's,reel,4/4,Dmajor,"||A2 AG EGGB|Addc dfaf|gefd ceAB|cdef gece|
dcAG EFGB|Ad(3ddc dfaf|gefd ceAB|=cAGE EDDA|
(3ddd AG EFGB|Ad (3ddd dfaf|fgfd ceAB|=cdea ge^ce|
dcAG EFGB|Ad(3ddc dfaf|gefd ceAB|=cAGE EDDA||
dfaf fgfg|afge fdAB|=cdea (3gagfg|afge fddc|
dfaf (3gagfg|afge dfaf|gefd ceAB|=cAGE EDDA|
dfaf (3gaggg|gage dcAB|B=cea (3gagfg|gage faef|
dfaf (3gagfg|afge dfaf|gefd ceAB|=cAGE EDD2||",2018-04-08 12:52:38,ithaca-markb,32.0,263.0
8274,"Wizard's Waltz, The",jig,6/8,Eminor,"e2d cBA|GAF E2 B|e2f gfe|gaf e3|
a2g fed|cdB A2E|A2B cBA|cdB A3|
BfB BfB|gcg cgc|BfB BfB|gcg cgc|
fBB gcc|fBB gcc|B^c^d efg|^def gab|
egb bge|^dfb fdB|dfa bfd|^cea aec|
=ceg ceg|Beg Beg|_Beg Beg|=Beg fe^d|
egb bge|^dfb fdB|dfa bfd|^cea aec|
=ceg ceg|Beg Beg|_Beg Beg|=Beg fe^d:|
e2d cBA|GAF E2 ^d|e6|e'6||",2008-02-18 15:27:59,woD,36.0,194.0
10407,Chris Stout,jig,6/8,Dmixolydian,"|:ded cAG|~A3 AGE|~G3 cGE|~G3 GEG|
ded cAG|~A3 AGE|~G3 cGE|~D3 D3:|
|:DFA =f3|edc dcA|~G3 cGE|cGE G3|
A3 =f3|edc dcA|~G3 cGE|~D3 D3:|",2010-04-08 02:18:23,markinpdx,16.0,66.0
3140,"Sailor's Wife, The",jig,6/8,Dminor,"A,|:DEF E2D|d2e f2g|agf edc|AcA GEC|
DEF E2D|d2e f2g|afd efe|d3 d3:|
|:fga fga|fga agf|efg efg|efg gfe|
fga agf|efg gfe|fdf e=ce|d3 d3:|",2007-10-17 22:45:08,cilla,17.0,83.0
14386,Margaret's Delight,reel,4/4,Amajor,"|A,2 A,C EA,A,A|c2 Bc BAFB|AFEF A2 Af|ecBA BcAF|
A,2 A,C EA,A,A|c2 Bc BAFB|AFEF A2 Af|ecBd cAAE:|
f|ecBc AFEF|A/A/A Aa fefa|ecBA cAAF|AFEC EA,A,:|",2015-04-28 19:43:01,dancarney84,13.0,91.0
18665,Fuck The Tories,reel,4/4,Gmajor,"GABc|:""G""d2dedcBA|GABGD2EF|""C""G2GABABc|""D""d2A2dcBA|
""C""G2E2DEGB|""D""A2A2""G""G2E2|DEGB""D""A2A2|1 ""G""G3AGABc:|2 ""G""G3AB2""C""c2-||
cdcdcBAB|""D""cd""G""B2G2B2|""C""c3dcdcB|""D""A2G""G""B2cBA|
G2E2""C""DEGB|""D""A2A2""G""G2E2|DEGB""D""A2A2|1 ""G""G3AB2""C""c2-:|2 ""G""G3AGABc||",2019-12-21 14:02:14,jensis,19.0,130.0
3397,Down The Glen,hornpipe,4/4,Dmajor,"D2 FA BGBd|D/D/D FA d2 cd|eAce fdfa|edcB AGFE|
D2 FA BGBd|D/D/D FA d2 cd|eAce fgec|d2 dc d2 D/D/D|
D2 FA BGBd|D/D/D FA d2 cd|eAce fdfa|(3efe (3dcB (3ABA (3GFE|
D2 FA BGBd|D/D/D FA d2 cd|eAce fgec|d2 dc d2 cd||
eAce fd f/^g/a|eAce fd f/^g/a|ea^gf edcB|A/B/A ^GB A2 A=G|
FDFA dfaf|g2 B2 b2 ag|(3fag (3fed (3cBA (3GFE|1 D2 F2 D2 cd:|2 D2 F2 D4||",2005-11-27 04:12:12,Ptarmigan,25.0,192.0
6241,"Stone Outside Dan Murphy's Door, The",waltz,3/4,Dmajor,"FG|A2FE D2DC|C B,3B,2EF|G2ED C3B,|A,6(FG)|
A2FE D2DC|C B,3B,2EF|G2ED C2B,C|D6FF|E2EF G2GG|
G F3F2FF|F E2D B,2DF|E6FG|AA FE D3C|
CB, B,B,E2EF|G2ED C2B,C|D6 FG|A2FE D2DC|
C B,6F|G E2D C2B,B,|A,6FG|A2FE D2CC|
CB,B,B,E2EF|G2ED C2B,C|D6||",2006-10-04 16:44:41,Stewart,48.0,124.0
13090,Kevin Keegan's,waltz,3/4,Eminor,"|:E4 F2|G4 F2|E3 F ED|B,4 D2|""G""G4 D2|G4 A2|(B6|B4) d2|""Em"" e4 f e|
d4 ed|B3 d BA|B4 A2|""C"" G4 E2|1 D4 B,2|""D"" A,6|z4 B,D:|2 E4 D2|""Em"" E6|z4 B2||
""C""e4 fe|e4 f e|""G"" d3 e dB|d4 B A|""Em""G4 D2|G4 A2|""G"" (B6|B4) d2|
""Em"" e4 fe|""D"" d4 e2|""G""B3 d BA|""Em"" B4 A2|""C""G4 E2|D4 B,2|""D"" A,6|z4D2|
""Em"" E4 EF|G4 F2|E3 F ED|B,4 D2|""G"" G4 D2|G4 A2|(B6|
B4) d2|""Em"" e4 f e|""D"" d4 e2|""G"" B3 d BA|B4 A2|""C"" G4 E2|E4 D2|""Em""E6||",2023-06-17 04:20:34,atmandy,50.0,133.0
24528,"Britches Full Of Stitches, The",slide,12/8,Gmajor,"|:G2AB2A BAGB2A|G2AB2A BAG E3|
G2AB2A BAGB2A|GAGG2EE2DD3:|
|:d2ed2BA2GG3|d2ed2BA2GE3|
d2ed2BA2cB2A|GAGG2EE2DD3:|",2024-07-25 06:36:24,Connor Hickey,8.0,64.0
92,"Irish Washerwoman, The",jig,6/8,Adorian,"|:B|cAA E2 A|cAc edc|BGG DGG|BGB dcB|
cAA EAA|cA/B/c e2 f|gfg dcB|cA^G A2:|
K: Amin
|:d|cee Aee|cea c'ba|gdd Gdd|gdg ba^g|
faa e2 a|daa c2 a|dfe dcB|cA^G A2:|",2012-02-12 14:09:40,ceolachan,18.0,91.0
19344,"Cypress, The",slide,12/8,Aminor,"|:Acd e3 egd efg|~f3 efc dGc dGB|
ABc aAg AeA gAe|g~a2- age ~g3 dcB:|
e3- efd c3- cBA|f3- fge d3- def|
e3- efd c3- cBA|d2e B3- B2D ABc|
e3- efd c3- cBA|f3- fge d3- deg|
aeg a2e c'3 beg|a2g d3 dec dcB|",2020-06-07 16:59:20,Damien Rogeau,12.0,107.0
13640,Gervaise Brawl,polka,2/4,Gminor,"|:GABc|d2d2|c2c2|B2B2|ABcA|B4:|
|:GABc|dcB2|c2d2|G2cB|AGF2|F2cB|AGF2|F2G2|G2F2|G4:|
|:G2d2|c2A2|BABc|dcBA|G2d2|c2A2|BABc|d4:|
|:BABc|A2B2|G2A2|F4|FGA2|D2G2|G2F2|G4:|
|:d2B2|d2B2|ABc2|A4|Bcd2|c2B2|A2G2|F4|
d2B2|d2B2|ABc2|A4|Bcd2|c2B2|A2G2|F4:|
|:FGA2|D2G2|G2F2|G4|G4|FGA2|D2G2|G2F2|G4|G4:|",2014-05-23 14:09:15,ndlxs,58.0,129.0
2281,"Steeplechase, The",reel,4/4,Cmajor,"|:G,C~C2 EG~G2|Addc dfed|~c3G AdcA|G2EC DCA,C|
G,C~C2 EG~G2|Addc dfed|~c3G AdcA|GEDG ECC2:|
|:[E3c3]c Gcea|gedc dcAB|c2ec Gcea|gedf eccB|
cdec Gcea|gedc ABcd|eg~g2 ea~a2|gedf eccB:|",2014-10-02 20:59:10,Lucy Rietmann,16.0,113.0
5865,Paddy Fahey's,reel,4/4,Gmajor,"gfdc BGDE|~=F2cF dFcF|DGBd gfga|gfde fgaf|
gfdc BGDE|~=F2cF dFcF|DGBd ~g2dc|BdcA BG~G2:|
~g2fa gbfa|gfga gfde|fd~d2 ad e/f/g|fgag fdef|
~g2fa gbfa|gfga gfde|fd~d2 ad e/f/g|fdcA G3z:|",2006-06-15 16:02:53,Phantom Button,16.0,119.0
492,Paddy Fahey's,reel,4/4,Dmajor,"|:FD~D2 FAGE|FDFA GECE|FD~D2 FGAd|cdec dBAG|
FD~D2 FAGE|FDFA GECE|FD~D2 FGAd|1 cdec d2AG:|2 cdec d3e||
fdec AddB|=cAGE =CDEg|fdec dcAG|Addc d2de|
fdec AddB|=cAGE =CDEG|FD~D2 FGAd|cdec d3g|
gdec AddB|=cAGE =CDEg|fdec dcAG|Addc defg|
afge fded|=cAGE =CDEG|FD~D2 FGAd|cdec d3d||",2002-01-07 02:23:24,Josh Kane,25.0,186.0
6620,"Dresden, The",reel,4/4,Bmixolydian,"GA Bd _d=d BG|AB AG _GA _d=d|B=G EB GE Bc|AB cB AG _Gd|
=GA Bc _d=d BG|AB AG _GA _d=d|gd Bd cA _GA|=GB A_G =G2 G_G|
=GA Bd _d=d BG|AB AG _GA _d=d|B=G EB GE Bc|AB cB AG _Gd|
=GA Bc _d=d BG|AB AG _GA _d=d|gd Bd cA _GA|=GB A_G =G2 gf|
ed cB Ac Fc|dB ga bg af|gd cf d2 cB|AB cB AG _Gd|
=Gg ab af dg|fd cA Bd cA|GB AG _GA D_G|=GD B,A, G,2 gf|
ed cB Ac Fc|dB ga bg af|gd cf d2 cB|AB cB AG _Gd|
=Gg ab af dg|fd cA Bd cA|GB AG _GA D_G|=GD B,A, G,3z|",2007-01-10 16:58:11,Penfold,32.0,248.0
3101,We'll All Away To Sunniside,reel,4/4,Cmajor,"f|eccf ecgc|ecgc Af~f2|eccf ecgA|(3Bcd cB G3:|
|:B|AcBd cedf|egge c2BG|AcBd cedA|(3Bcd cB G3:|",2004-05-31 11:10:40,Dr. Dow,10.0,60.0
9763,"Goatherd And The Shepherd, The",jig,6/8,Amixolydian,"|:cAA cAA|BGG BdB|cAA cAA|cAA efe|
cAA cAA|BGG BdB|cec dcB|~A3 ~a3:|
|:cAA eAe|BGG BdB|cAA eAe|cAA efe|
cAA eAe|BGG BdB||cec dcB|1 ~A3 ~a3:|2 ~A3 ~a2||
|:e|fed c2A|cec ~d2e|fed c2A|cee efg|
fed c2A|cee ~g3|agf ~g2e|fdd ~d2:|
|:e|fdd add|ecc ~g2e|fdd add|fdd ~a2g|
fdd add|ecc ~g2e|agf ~g2e|fdd ~d2:|",2009-07-20 19:00:17,bhambagpiper,35.0,173.0
5278,"Glen Cottage, The",polka,2/4,Eminor,"BE FA|B/d/B/A/ FA|BE FE|D>E FA|
BE FA|B/d/B/A/ FA|Be B/d/B/A/|FE E2:|
B2 B^c/d/|eB ^cB|A2 AB/^c/|dA BA|
B2 B^c/d/|eB ^cA|Be B/d/B/A/|FE E2:|",2005-12-04 16:48:09,hetty,16.0,70.0
12,"Cliffs Of Moher, The",jig,6/8,Adorian,"|:eaa bag|eaf ged|~c2A BAG|EFG ABd|
eaa bag|eaf ged|~c2A BAG|EFG A3:|
|:e=fe dBA|e=fe dBA|GAB dBA|GAB dcd|
[1 e=fe dBA|e=fe dBA|GAB dBG|EFG A3:|
[2 e3 d3|c3 B3|efg age|dBG A3||",2019-11-17 23:40:02,NfldWhistler,20.0,104.0
2957,"Carillions, The",jig,6/8,Amajor,"FAB c2 f|fec efe|cdc ~B3|AGA BGE|
FAB c2 f|fec efe|cdc ~B3|1 AGE F2 E:|2 AGE F2 g||
agf gfe|Bce c2 B|AGE FAB|cfg efg|
agf gfe|Bce c2 B|AGE FGA|Bce f2 g|
agf gfe|Bce c2 B|AGE FAB|cfg efg|
agf g2g|fec Be^d|cAF GEC|B,CE F2E||",2004-05-06 00:15:49,Phantom Button,25.0,136.0
15604,Bert Ferguson,jig,6/8,Amajor,"|:B|cBc E2B|cBc e2E|F2A BAB|cec BAB|
cBc E2B|cBc e2E|FAA BAF|1 EAA A2:|2 EAA Ace||
|:f2f fec|efg a2e|f2f fec|fBB Bce|
f2f fec|edc cBA|FAA BAF|1 EAA Ace:|2 EAA A2||",2016-10-29 03:14:16,Ian Varley,19.0,96.0
229,Dowd's Favourite,reel,4/4,Gdorian,"|:DGGA BGAF|DF F/F/F CFA,F|DGGA B/B/B Bd|cAfA AGGF:|
B2dB FBdB|FBdB cAFA|B2dB FBdB|cBAc BGGA|
B/c/dBd c/c/c cd|B/B/B dB cAFA|GBAc Bdca|gedA BGG2||
gd d/d/d gbag|fc c/c/c fgaf|gd d/d/d gbag|fdcA BGG2|
gd d/d/d gbag|fc c/c/c fgaA|B2 c/B/A Ba g/f/e|fdcA BGGF||",2021-05-30 17:50:59,Will Evans,20.0,167.0
7103,I Lo'e Na A Laddie But Ane,jig,6/8,Dmajor,"F/E/|D>E D DFA|B3B2c/d/|A>F D DEF|{F}E3E2F/E/|
D>E D DFA|B3B2c/d/|AdF E>D E|D3D2A|
A>B c d>c d|{c}B3B2c/d/|AFD DEF|{F}E3E2F/E/|
D>E D DFA|B3B2c/d/|AdF E>D E|D3D2||",2007-04-25 11:19:54,benhockenberry,17.0,82.0
139,"Kerfunten, The",jig,6/8,Gmajor,"||:B2B BAG|d2d efg|d2d edB|A2 A AGA |
B2B BAG|d2d efg|d2d edB|AGF G2A :||
||:g2g gab|e2e ede|g2g gab|bag abPa|
g2g gab|e2e ede|dBg dcB|AGF G3:|",2024-12-11 10:54:02,methylDragon,16.0,81.0
1492,James Kelly's,slip jig,9/8,Dmajor,"|:F2A2 A2B2 A4|F2A2 A2D2 Bcd2|F2A2 A2B2 A4|e2f2 e2d2 B2A2:|
|:f2a2 a2f2 d4|e2f2 e2d2 B2A2|f2d2 e2c2 d4|B2=c2 B2A2 FED2:|",2004-10-08 01:55:33,Dr. Dow,16.0,52.0
2971,"Glasgow Highlanders, The",strathspey,4/4,Dmajor,"""D""D>E F>G A2 A2|""D""A>c d>e f2 a2|""Em""g>e f>d e>c d>B|
""A7""A>B A>F E>G F>E|""D""D>E F>G A2 A2|""D""A>c d>e f2 a2|
""Em""g>e f>d ""A""e2 a2|""A7""A2 B>c ""D""d>e f>g|a2 ""A7""g2 ""D""f3 e|
""D""d>f e>d ""G""B4|""Em""g>e f>d e2 d2|""E7""(3cfe (3dcB ""A7""B>e f>g|
""D""a2 ""A7""g2 ""D""f3 e|""D7""d>f e>d ""G""B4|""Em""g>e f>d ""A""e2 a2|""A7""A2 B>c ""D""d4||",2023-12-12 16:22:28,Concertina Man,16.0,123.0
4953,Johnny Cope,hornpipe,4/4,Adorian,"dB|:A2AB A2Bd|eged BGAG|EGGd GdGA|BAGB dBGA|
BAAB A2Bd|eged BABd|egfa gedB|1 BAAG AGEG:|2 BAAG A2AB||
|:cGcd c2AG|cdea gedB|c2 (3ABc eced|cdec dBGB|
cGcd c2AG|cdea ged2|ebag (3efg ed|BAAB A2AB:|
|:cGcB AeAG|ABcd egdc|BG~G2 dG~G2|cdec dBGB|
cGcB AeAG|ABcd (3efg dg|ebag (3efg ed|1 BAAB A2AB:|2 BAAB A2Bd||
|:eaag a2ga|bgae gbag|eggd gdba|~g2 (3bag aged|
e2ag a2ga|bgae g2ed|(3efg fa gedB|1 BAAG A2Bd:|2 BAAG A2ag||
|:e2eg (3afe dB|edeg (3afe dB|~d3e dBAB|~d2fd ed Bd|
e2eg (3afe dB|edeg (3afe dB|Adfd efdB|1 BAAG A2ag:|2 BAAG A2 (3efg||
|:a2ed efge|a2ed egag|f2dB ~d3e|f2dB defg|
a2ed efge|aeed (3e=fe dB|Adfd efdB|1 BAAB A2 (3efg:|2 BAAG AGEG||",2022-04-29 23:24:14,zmoon,54.0,404.0
412,"Cliffs, The",hornpipe,4/4,Dmajor,"|:AF|{A}.DFAF {A}.DGBG|FAde {g}fdAF|GBef (3.g.f.e fd|ed.cB {AG}AG{FG}FE|
{A}.DFAF {A}.DGBG|FAde {g}fdAF|GB (3.e.f.g fedc|eddc ""~~""d2:|
|:fd|eA{B}AG ""~~""A2 fd|eAAG ""~~""A2 ef|(3.g.f.e fd edcd|(3.e.f.e (3.d.c.B (3.A.c.A (3.G.F.E|
{A}.DFAF {A}.DGBG|FAde {g}fdAF|GB (3.e.f.g fedc|eddc ""~~""d2:|",2024-09-18 11:19:48,swisspiper,18.0,146.0
2039,Charlie Harris's,polka,2/4,Dmajor,"|:dB|AF DF|EF DF|AF AB|e2 d>B|
AF DF|EF DF|AF AB|d2 d:|
|:A|d2 fd|ef dB|AF AB|e2 dB|
[1 d2 fd|ef dB|AF AB|d3:|
[2 df f/e/f/g/|af f>g|af ef|d3||",2013-11-26 18:31:27,JACKB,22.0,73.0
12978,Ríl Zoë,reel,4/4,Dmajor,"f3d e3A|defd eAAA|f3d e3A|ABce Hd3e|
f3d e3A|defd eAAA|cdBc AGE2|ABce d3e|
dBcA dBcA|FGAB A3d|dBcA dBcA|decA d3e|
dBcB dBcA|FGAB AFGA|GABG ABcd|ecBA d4|
FAGE FDD2|dcBe A3G|FAGE FDDD|GFED E3A|
FAGE FDD2|dcBc A2Bc|dcBA dFGE|AGEA D2z2|
GFED EA,A,2|GFEF G3A|GFED EA,A,A,|FDEA D3E|
GFED EA,A,2|GFEF G3A|cdBc AGE2|ABce d3e|",2013-09-15 18:22:42,EBairead,32.0,210.0
969,Buckley's Fancy,reel,4/4,Gmajor,"D2|:G2BG dGBG|1 ABcd (3efg dB:|2 ABAG FDEF:|
G2BG dGBG|ABcd efga|(3bag (3agf gedB|GBAF G2ef|
|:g2ga gede|gabg agef|g2ga gedB|1 GBAF G2ef:|2 GBAF G4||",2002-09-15 01:16:22,Aingeala,13.0,91.0
4971,Bunratty Boys,slide,12/8,Dmajor,"|:d2 f|e3 efe d2 f a2 f|e3 efe d2 B B2 A|
e3 efe d2 f a2 f|ede f2 e d3:|
|:dcB|A2 a f2 a A2 a f2 a|e3 efe d2 B B2 d|
A2 a f2 a A2 a f2 a|e3 efe d3:|",2006-07-23 12:18:59,ceolachan,10.0,64.0
4661,"Left Handed Fiddler, The",reel,4/4,Gmajor,"c|BGBd g2(dc)|BGDG FAAc|BGBd gdec|dBcA BGGc|
BGBd g2 (dc)|BGDG FAAF|GBAc Bdce|dBcA BGGf|
g2 dg Bgdg|Bgdg ABcA|g2 dg Bgdg|ABcA BGGf|
g2 dg Bgdg|Bgdg ABcA|BGcA dgfe|dBcA BG G2||",2014-11-29 11:57:42,JACKB,17.0,123.0
22104,"Slaney Bog, The",reel,4/4,Dmajor,"|:A3 G FGAB|=cAFA G2 FG|A/B/=c AG FGAg|fdec dfec|
AFAF FGAB|=cAFA G2FG|A/B/=c AF FGAg|1 fdec d2 z2:|2 fdec d2 de||
|:f2 gf gfed|cAAB cdeg|fdfa g2 fg|a/g/f g/f/e fddf|a/g/f g/f/e fdec|
dfed dAGE|Dddc defg|1 a/g/f g/f/e dfec:|2 a/g/f g/f/e d2||",2022-08-03 10:20:02,John E Roche,18.0,141.0
872,Fisher's,hornpipe,4/4,Dmajor,"A2|:dAFA GBAG|FAFA GBAG|FDFD GEGE|FDFD A,3A|
dAFA GBAG|FAFA GBAG|FAdf fedc|1 d2d2 d3A:|2 d2d2 d3d||
|:ecAc ecge|fdAd fdaf|ecAc ecge|fdcB Adcd|
BGEG BdcB|AFDF AFdc|BdcB AGFE|1 D2D2 D3d:|2 D2D D4||",2014-07-09 19:58:33,hetty,19.0,126.0
2995,Out With The Boys,jig,6/8,Gmajor,"(3D/E/F/|G3 g2e|dBG AGE|DEG BAG|BAA A2 B/A/|
G3 g2e|dBG AGE|DEG BAG|AGF G2:|
|:d|e^de gfg|e^de gfg|e^de gfg|fdB B2d|
e^de gfg|agf gfe|BcB AGA|BGE E2:|
|:(3D/E/F/|G2g gdB|G2g gdB|DFA cBA|BFA GFE|
D2g gdB|G2g gdB|BcB AGA|BGE E2:|",2015-10-30 16:53:48,Moxhe,27.0,134.0
3115,"Thrashing Of The Oats, The",polka,2/4,Gmajor,"G2 AB|cA dB|G2 AB|cA FD|
G2 AB|cA d>e|fd cA|1 G2 GD:|2 G2 Gd||
|:g2 ag|fd d>g|fd dg|fd cA|
gf/g/ ag|fd d>e|fd cA|1 G2 Gd:|2 G2 GD||",2004-06-04 10:00:57,violynnsey,18.0,65.0
23987,"Road To Rosroe, The",jig,6/8,Gmajor,"|:e|dBG D2B|dBG cde|dBG DGB|dcB ABc|
dBG DGB|dBG cde|dBd edB|1 AGF G2:|2 AGF G3||
|:gdB GBd|gdG cde|dBd edB|
[1 BAG AB/c/d|gdB GBd|gdG cde|dBd edB AGF G3:|
[2 BAG ~A3|d2G DGB|dBG cde|dBd edB|AGF G2||",2024-01-29 07:21:53,coppers and brass,23.0,122.0
